rang,titre,sous_titre,auteurs,editeur,collection,isbn,format,prix,date,url_livre,url_couverture,score_titre,confiance_titre,justif_titre,score_description,confiance_description,source_incomplete,justif_description,ecart_titre_description,source_notation
56,Certifié humain : Dessiner et créer à l'ère de l'Intelligence Artificielle,,Dora Formica,Helvetiq,,9782889770403,Grand format,22.00 €,25 Avril 2025,https://www.librel.be/livre/9782889770403-certifie-humain-dessiner-et-creer-a-l-ere-de-l-intelligence-artificielle-dora-formica/,https://images.epagine.fr/403/9782889770403_1_m.jpg,2,2,"« Certifié humain » implique une distinction à prouver, non frontal.",3,2,non,Question de la menace pour les illustrateurs posée mais explicitement laissée ouverte.,-1,agent
57,Le mythe de la singularité ; faut-il craindre l'intelligence artificielle ?,,Jean-Gabriel Ganascia,Points,Points Essais,9782757876497,Poche,8.95 €,6 Juin 2019,https://www.librel.be/livre/9782757876497-le-mythe-de-la-singularite-faut-il-craindre-l-intelligence-artificielle-jean-gabriel-ganascia/,https://images.epagine.fr/497/9782757876497_1_m.jpg,3,2,« Craindre » net mais tempéré par « mythe » démystifiant.,1,2,non,"Singularité présentée comme « poncif » de la futurologie, essai critique désamorçant le mythe.",2,agent
58,Intuition 2.0 : Garder sa liberté intérieure à l'ère de l'intelligence artificielle,,Fabrice Bonvin,Guy Trédaniel Éditeur,,9782813237019,Grand format,21.90 €,27 Août 2026,https://www.librel.be/livre/9782813237019-intuition-2-0-garder-sa-liberte-interieure-a-l-ere-de-l-intelligence-artificielle-fabrice-bonvin/,https://images.epagine.fr/019/9782813237019_1_m.jpg,2,2,"« Garder sa liberté » évoque un enjeu, formulation positive.",4,2,non,"Contrôle des décisions/émotions, érosion du libre arbitre développés, avant résolution pratique positive.",-2,agent
59,L'avénement de la singularité : L'humain ébranlé par l'intelligence artificielle,,Paul Jorion,Textuel,Petite Encyclopédie Critique,9782386290008,Grand format,14.90 €,6 Mars 2024,https://www.librel.be/livre/9782386290008-l-avenement-de-la-singularite-l-humain-ebranle-par-l-intelligence-artificielle-paul-jorion/,https://images.epagine.fr/008/9782386290008_1_m.jpg,4,2,"« Ébranlé » : humain déstabilisé, fort et central.",3,2,non,"IA dépassant l'humain affirmée, mais lien futur présenté comme inconnue réellement ouverte.",1,agent
60,"Magnifica Humanitas : Magnifique humanité, Lettre encyclique sur l'intelligence artificielle et les nouvelles technologies",,Léon XIV,Pierre Téqui Éditeur,,9782740328286,Poche,4.90 €,3 Juin 2026,https://www.librel.be/livre/9782740328286-magnifica-humanitas-magnifique-humanite-lettre-encyclique-sur-l-intelligence-artificielle-et-les-nouvelles-technologies-leon-xiv/,https://images.epagine.fr/286/9782740328286_1_m.jpg,1,3,"« Protection de l'humanité » : positif, pas de menace frontale.",2,2,non,Risques anthropologiques cités mais encadrés par un propos constructif et non alarmiste.,-1,agent
61,"Intelligences artificielles : de la théorie à la pratique : Modèles, applications et enjeux des IA",,"Jean-Paul Haton, Emmanuel Haton, Marie-Christine Haton",Dunod,,9782100892853,Grand format,27.05 €,20 Mai 2026,https://www.librel.be/livre/9782100892853-intelligences-artificielles-de-la-theorie-a-la-pratique-modeles-applications-et-enjeux-des-ia-2e-edition-jean-paul-haton-emmanuel-haton-marie-christine-haton/,https://images.epagine.fr/853/9782100892853_1_m.jpg,0,3,"Neutre, académique (théorie/pratique).",0,3,non,"Synthèse scientifique pédagogique, enjeux et limites parmi d'autres thèmes neutres.",0,agent
62,"L'intelligence artificielle, ses biais et les nôtres",,Rémy Demichelis,Éditions du Faubourg,Documents,9782493594655,Grand format,18.00 €,14 Juin 2024,https://www.librel.be/livre/9782493594655-l-intelligence-artificielle-ses-biais-et-les-notres-remy-demichelis/,https://images.epagine.fr/655/9782493594655_1_m.jpg,2,2,"« Biais » : mot de risque, non dramatique.",2,2,non,Biais et discriminations réels mais analyse philosophique aboutissant à un choix éthique constructif.,0,agent
63,Droit de l'Intelligence artificielle,,Sabine Marcellin,Gualino,,9782297291286,Grand format,31.00 €,7 Avril 2026,https://www.librel.be/livre/9782297291286-droit-de-l-intelligence-artificielle-sabine-marcellin/,https://images.epagine.fr/286/9782297291286_1_m.jpg,0,3,"Neutre, juridique.",0,3,non,Panorama juridique factuel ; risques mentionnés brièvement sans développement négatif.,0,agent
64,Que faire de l'intelligence artificielle,,"Christiane Marty, Hugo Pompougnac, Linda Sehili, Nils Enderlin, Pierre Khalfa",Croquant,,9782365124829,Grand format,7.50 €,13 Janvier 2026,https://www.librel.be/livre/9782365124829-que-faire-de-l-intelligence-artificielle-christiane-marty-hugo-pompougnac-linda-sehili-nils-enderlin-pierre-khalfa/,https://images.epagine.fr/829/9782365124829_1_m.jpg,0,3,"Question neutre, aucun mot de menace.",5,2,non,"Thèse développée : exploitation du travail, manipulation des comportements, nouveau capitalisme algorithmique dominateur.",-5,agent
65,Cyberespions Tome 1 : Mission #01 : Intelligence artificielle,,"Logan Macx, Marie Cambolieu",Larousse,,9782036013322,Grand format,15.00 €,10 Avril 2024,https://www.librel.be/livre/9782036013322-cyberespions-tome-1-mission-01-intelligence-artificielle-logan-macx/,https://images.epagine.fr/322/9782036013322_1_m.jpg,0,2,Fiction jeunesse ; « Cyberespions » sans lien menaçant à l'IA.,0,2,non,"Roman d'aventure jeunesse, l'IA n'est qu'un décor, aucune thèse sur ses dangers.",0,agent
66,L'intelligence artificielle en 30 questions,,"Rodolphe Gelin, Olivier Guilhem",Documentation Française,,9782111579231,Grand format,7.90 €,12 Septembre 2024,https://www.librel.be/livre/9782111579231-l-intelligence-artificielle-en-30-questions-rodolphe-gelin-olivier-guilhem/,https://images.epagine.fr/231/9782111579231_1_m.jpg,0,3,"Neutre, pédagogique (« 30 questions »).",0,2,non,"Ambivalence citée comme débat existant, ouvrage pédagogique neutre pour non-spécialistes.",0,agent
67,L'intelligence artificielle n'existe pas ; le cocréateur de Siri déconstruit le mythe de l'IA !,,Luc Julia,J'ai Lu,Documents,9782290219522,Poche,8.20 €,16 Septembre 2020,https://www.librel.be/livre/9782290219522-l-intelligence-artificielle-n-existe-pas-le-cocreateur-de-siri-deconstruit-le-mythe-de-l-ia-luc-julia/,https://images.epagine.fr/522/9782290219522_1_m.jpg,1,2,"Titre démystifiant (« déconstruit le mythe »), pas d'accusation.",1,3,non,Peur des robots dominateurs évoquée puis déconstruite avec humour : « l'IA n'existe pas ».,0,agent
68,Géopolitique de l'intelligence artificielle : 40 fiches illustrées pour comprendre le monde,,"Pascal Boniface, Victor Pelpel",Eyrolles,Géopolitique,9782416009501,Grand format,19.90 €,12 Septembre 2024,https://www.librel.be/livre/9782416009501-geopolitique-de-l-intelligence-artificielle-40-fiches-illustrees-pour-comprendre-le-monde-pascal-boniface-victor-pelpel/,https://images.epagine.fr/501/9782416009501_1_m.jpg,0,3,"Neutre, géopolitique descriptif.",3,2,non,"Domination géopolitique évoquée, mais question « corne d'abondance ou menace » explicitement ouverte.",-3,agent
69,Socialter n.73 : Face à l'intelligence artificielle : Et si on appuyait sur pause ?,,Collectif,Socialter,Socialter,3663322134869,Revue,8.50 €,12 Décembre 2025,https://www.librel.be/livre/3663322134869-socialter-n-73-face-a-l-intelligence-artificielle-et-si-on-appuyait-sur-pause-collectif/,https://images.epagine.fr/869/3663322134869_1_m.jpg,3,2,« Appuyait sur pause » suggère un danger à stopper.,4,2,non,"Impacts écologiques « délétères et irréversibles » posés comme fait, imposition antidémocratique dénoncée.",-1,agent
70,Alan Turing : Pionnier de l'intelligence artificielle,,"Matsuo Yukata, Hiroyuki Asada, Adrien Becam",Kurokawa,Kurosavoir,9791042020781,Poche,7.95 €,11 Septembre 2025,https://www.librel.be/livre/9791042020781-alan-turing-pionnier-de-l-intelligence-artificielle-matsuo-yukata-hiroyuki-asada-adrien-becam/,https://images.epagine.fr/781/9791042020781_1_m.jpg,0,3,"Neutre, biographique (« Pionnier »).",0,3,non,"Biographie de Turing, ton entièrement factuel et valorisant.",0,agent
71,REVUE NOUVELLES QUESTIONS FEMINISTES n.45(1)/2026 : Intelligences artificielles et transformations du travail,,"Isabelle Zinn, Sigolène Couchot-Schiex, Eva Nada, Lucie Delias",Antipodes Suisse,Revue Nouvelles Questions Feministes,9782889013203,Revue,25.00 €,21 Mai 2026,https://www.librel.be/livre/9782889013203-revue-nouvelles-questions-feministes-n-45-1-2026-intelligences-artificielles-et-transformations-du-travail-isabelle-zinn-sigolene-couchot-schiex-eva-nada-lucie-delias/,https://images.epagine.fr/203/9782889013203_1_m.jpg,0,3,"Neutre, académique.",2,2,non,"Questions féministes sur le travail des femmes posées, format interrogatif court, pas de thèse développée.",-2,agent
72,Dream Machine ou comment j'ai failli vendre mon âme à l'intelligence artificielle,,"Appupen, Laurent Daudet",Flammarion,Sciences,9782080428134,Grand format,22.90 €,27 Septembre 2023,https://www.librel.be/livre/9782080428134-dream-machine-ou-comment-j-ai-failli-vendre-mon-ame-a-l-intelligence-artificielle-appupen-laurent-daudet/,https://images.epagine.fr/134/9782080428134_1_m.jpg,4,2,« Vendre mon âme » : métaphore forte de compromission.,4,2,non,Fiction : IA source de chaos et de concentration indécente de richesses au coeur de l'intrigue.,0,agent
73,L'IA peut-elle nous remplacer ? Une exploration des enjeux de l'intelligence artificielle,,Collectif,Bayard,À Vif,9782227502239,Grand format,6.95 €,22 Mai 2024,https://www.librel.be/livre/9782227502239-l-ia-peut-elle-nous-remplacer-une-exploration-des-enjeux-de-l-intelligence-artificielle-collectif/,https://images.epagine.fr/239/9782227502239_1_m.jpg,3,2,« Remplacer » net mais tempéré par « exploration des enjeux ».,2,2,non,"Travail délocalisé mentionné parmi enthousiasme et inquiétudes équilibrées, questions ouvertes multiples.",1,agent
74,Que faire de l'intelligence artificielle ? Petite histoire critique de la raison artificielle,,Vivien Garcia,Rivages,Bibliothèque Rivages,9782743659042,Grand format,17.00 €,10 Janvier 2024,https://www.librel.be/livre/9782743659042-que-faire-de-l-intelligence-artificielle-petite-histoire-critique-de-la-raison-artificielle-vivien-garcia/,https://images.epagine.fr/042/9782743659042_1_m.jpg,1,2,"« Critique » léger, pas de mot de menace fort.",1,2,non,Scénarios de peur qualifiés de « séduisants » clichés empêchant de comprendre l'IA : démystification.,0,agent
75,Hospitality management : La révolution de l'intelligence artificielle,,"Frederick Buhr, Jean-Pierre Trevisan",Dunod,,9782100895199,Grand format,22.10 €,26 Août 2026,https://www.librel.be/livre/9782100895199-hospitality-management-la-revolution-de-l-intelligence-artificielle-frederick-buhr-jean-pierre-trevisan/,https://images.epagine.fr/199/9782100895199_1_m.jpg,0,3,"« Révolution » neutre/positif, contexte business.",0,3,non,"Guide professionnel hôtellerie, IA présentée comme opportunité stratégique, entièrement positif.",0,agent
76,"Intelligence artificielle et apprentissage : Fondements, concepts et applications",,"Sarah Chardonnens, Pierre-François Coen, Christophe Denis, Erika Beaumier",De Boeck Supérieur,Pédagogies En Développement,9782807371880,Grand format,32.90 €,29 Mai 2026,https://www.librel.be/livre/9782807371880-intelligence-artificielle-et-apprentissage-fondements-concepts-et-applications-sarah-chardonnens/,https://images.epagine.fr/880/9782807371880_1_m.jpg,0,3,"Neutre, académique (« fondements, concepts »).",1,2,non,Inquiétude citée mais guide pratique pour maximiser bienfaits et limiter risques en classe.,-1,agent
77,L'intelligence artificielle,,"David Marchand, Guillaume Prévôt",Petits Génies,,9782898532191,Grand format,15.50 €,10 Octobre 2025,https://www.librel.be/livre/9782898532191-l-intelligence-artificielle-david-marchand-guillaume-prevot/,https://images.epagine.fr/191/9782898532191_1_m.jpg,0,3,"Titre nu, neutre.",0,1,oui,Description vide.,0,agent
78,"Nouvelle enquête sur l'intelligence artificielle : médecine, santé, technologies : ce qui va changer dans nos vies",,"Nicholas Ayache, Alain Damasio, Yuval Noah Harari, Cathy O'neil, Nicolas Revel",Flammarion,Champs Actuel,9782081510883,Poche,8.00 €,3 Juin 2020,https://www.librel.be/livre/9782081510883-nouvelle-enquete-sur-l-intelligence-artificielle-medecine-sante-technologies-ce-qui-va-changer-dans-nos-vies-nicholas-ayache-alain-damasio-yuval-noah-harari-cathy-o-neil-nicolas-revel/,https://images.epagine.fr/883/9782081510883_1_m.jpg,0,3,"« Ce qui va changer » : neutre, informationnel.",3,2,non,"Questions ouvertes sur libre arbitre, disparition des médecins, secret médical, sans réponse tranchée.",-3,agent
79,"Subjectivités et environnements numériques : Écrans, réseaux sociaux, jeux vidéo, intelligences artificielles",,"Guillaume Gillet, Johann Jung",Dunod,Univers Psy,9782100882168,Grand format,30.15 €,20 Mai 2026,https://www.librel.be/livre/9782100882168-subjectivites-et-environnements-numeriques-ecrans-reseaux-sociaux-jeux-video-intelligences-artificielles-guillaume-gillet-johann-jung/,https://images.epagine.fr/168/9782100882168_1_m.jpg,0,3,"Neutre, académique.",0,2,non,Panorama académique neutre ; « souffrir » mentionné en passant parmi d'autres effets.,0,agent
80,Machinerie ou machination ? La fabrique du mythe de l'intelligence artificielle,,"Vincent Bouillon, Luc Julia",FYP,,9782364052642,Grand format,23.00 €,22 Août 2025,https://www.librel.be/livre/9782364052642-machinerie-ou-machination-la-fabrique-du-mythe-de-l-intelligence-artificielle-vincent-bouillon/,https://images.epagine.fr/642/9782364052642_1_m.jpg,3,2,"« Machination » évoque complot, tempéré par « mythe ».",4,2,non,Thèse développée : l'IA comme récit idéologique servant des intérêts de pouvoir cachés.,-1,agent
81,La vie 3.0 : Etre humain à l'ère de l'intelligence artificielle,,"Max Tegmark, Julien Bambaggi",Dunod,Poche,9782100862573,Poche,11.95 €,10 Janvier 2024,https://www.librel.be/livre/9782100862573-la-vie-3-0-etre-humain-a-l-ere-de-l-intelligence-artificielle-max-tegmark/,https://images.epagine.fr/573/9782100862573_1_m.jpg,1,2,"Existentiel (« être humain »), aucun mot de menace direct.",3,2,non,"Questions existentielles posées mais explorées comme débat équilibré, promesses et dangers mêlés.",-2,agent
82,La formation professionnelle à l'heure de l'Intelligence Artificielle : Nouveaux outils et nouvelles pédagogies,,Romain Rissoan,Eni,Solutions Business,9782409054228,Grand format,24.00 €,17 Juin 2026,https://www.librel.be/livre/9782409054228-la-formation-professionnelle-a-l-heure-de-l-intelligence-artificielle-nouveaux-outils-et-nouvelles-pedagogies-2e-edition-romain-rissoan/,https://images.epagine.fr/228/9782409054228_1_m.jpg,0,3,« Nouveaux outils et pédagogies » : neutre/positif.,0,3,non,"IA citée comme simple outil pédagogique parmi d'autres, ton neutre professionnel.",0,agent
83,"Écosystème numérique à l'ère de l'Intelligence artificielle : Ingérences étrangères, Santé, Finance, E-commerce, Environnement et Cybersécurité",,Myriam Quéméner,Gualino,,9782297291330,Grand format,31.00 €,26 Mai 2026,https://www.librel.be/livre/9782297291330-ecosysteme-numerique-a-l-ere-de-l-intelligence-artificielle-ingerences-etrangeres-sante-finance-e-commerce-environnement-et-cybersecurite-myriam-quemener/,https://images.epagine.fr/330/9782297291330_1_m.jpg,2,2,"« Ingérences étrangères », « Cybersécurité » : risques listés, non dramatisés.",0,2,non,Deepfakes cités comme un enjeu parmi d'autres dans un ouvrage de référence descriptif.,2,agent
84,Les Ruines de Paris : Quand l'intelligence artificielle prédit l'avenir,,"Nathan Devers, Yves Marchand, Romain Meffre",Albin Michel,,9782226497765,Grand format,49.25 €,6 Novembre 2024,https://www.librel.be/livre/9782226497765-les-ruines-de-paris-quand-l-intelligence-artificielle-predit-l-avenir-nathan-devers-yves-marchand-romain-meffre/,https://images.epagine.fr/765/9782226497765_1_m.jpg,4,3,« Ruines de Paris » : image de destruction forte.,4,2,non,"Craintes apocalyptiques et ruines comme métaphore centrale, sujet dominant, registre artistique.",0,agent
85,Raspberry Pi 5 : De la programmation en Python à l'intelligence artificielle pour l'analyse d'images,,Alexandre Svetec,Eni,La Fabrique,9782409054617,Grand format,30.95 €,17 Juin 2026,https://www.librel.be/livre/9782409054617-raspberry-pi-5-de-la-programmation-en-python-a-l-intelligence-artificielle-pour-l-analyse-d-images-alexandre-svetec/,https://images.epagine.fr/617/9782409054617_1_m.jpg,0,3,"Neutre, technique (programmation).",0,3,non,"Manuel technique pratique, IA comme outil d'analyse d'images, aucun enjeu négatif.",0,agent
